date,window_size,up_to_days,alpha,lambda_val,num_simulations,horizon_end_date,num_active_positions,num_active_stock_positions,num_active_option_positions,position_tickers,historical_1-day-scaled_var,historical_1-day-scaled_es,historical_n-day_var,historical_n-day_es,monte_carlo_var,monte_carlo_es,parametric_var,parametric_es,realized_end_date,realized_pnl
2008-09-17,252,10,0.95,0.99,10000,2008-09-27,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",208.32275080931413,286.3556640290763,207.405369851273,238.04337179524592,183.73913547978512,217.78605458515077,194.37145443880016,235.95313627741908,2008-09-26,115.94741821289062
2008-09-18,252,10,0.95,0.99,10000,2008-09-28,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",208.11550835533907,286.35566402907637,206.98938669178256,236.61888408457042,181.30828706448702,221.84930950776877,197.86857132385728,241.85106616468192,2008-09-26,53.91533374786377
2008-09-19,252,10,0.95,0.99,10000,2008-09-29,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",207.90617254324303,286.35566402907637,204.01200947554554,236.61888408457042,184.02997400165455,224.8060360316648,198.16625296941632,242.79588182018983,2008-09-29,-162.98980236053472
2008-09-22,252,10,0.95,0.99,10000,2008-10-02,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",207.6947222279945,286.35566402907637,201.0045577419727,236.61888408457048,181.2489354856297,219.92724200836872,197.01767543983985,240.5603913128717,2008-10-02,-91.50403499603271
2008-09-23,252,10,0.95,0.99,10000,2008-10-03,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",207.4811360509758,286.35566402907637,199.1403409998841,235.64271732667976,184.7472434000471,222.07542534176795,195.71303855999946,238.6789604605282,2008-10-03,-88.90044689178467
2008-09-24,252,10,0.95,0.99,10000,2008-10-04,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",207.26539243782557,286.3556640290763,198.71055734754393,235.64271732667976,181.85446642684687,221.97845953886215,195.2749544218337,238.6755032416605,2008-10-03,-108.9830732345581
2008-09-25,252,10,0.95,0.99,10000,2008-10-05,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",206.82888558521657,277.18815991484126,198.27643244619023,235.6427173266797,181.89399391523224,219.45443208057722,196.328889985333,241.16553325386968,2008-10-03,-154.17650699615479
2008-09-26,252,10,0.95,0.99,10000,2008-10-06,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",205.86386328130067,277.18815991484115,197.83792244482288,235.64271732667976,184.00955841898914,223.85200540929952,194.68204587122494,239.53221333183265,2008-10-06,-224.83157157897955
2008-09-29,252,10,0.95,0.99,10000,2008-10-09,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",213.3967007226979,383.6056991587184,209.9233550739108,235.27343262121423,199.55215784408028,239.23593758093432,217.74818705758776,264.14727827520954,2008-10-09,-186.28644943237305
2008-09-30,252,10,0.95,0.99,10000,2008-10-10,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",213.36388643687505,383.6056991587184,209.81679328769994,235.2734326212143,210.33973335790103,250.56690701529084,228.31991791868904,279.7526968823252,2008-10-10,-289.3238306045531
